date,season,team,opponent,runs_for,runs_against,is_home,win,run_diff
2020-07-24,2020,CHW,MIN,5.0,10.0,1,0,-5.0
2020-07-25,2020,CHW,MIN,10.0,3.0,1,1,7.0
2020-07-26,2020,CHW,MIN,2.0,14.0,1,0,-12.0
2020-07-29,2020,CHW,CLE,4.0,0.0,0,1,4.0
2020-07-31,2020,CHW,KCR,3.0,2.0,0,1,1.0
2020-08-01,2020,CHW,KCR,11.0,5.0,0,1,6.0
2020-08-02,2020,CHW,KCR,9.0,2.0,0,1,7.0
2020-08-03,2020,CHW,MIL,6.0,4.0,0,1,2.0
2020-08-04,2020,CHW,MIL,3.0,2.0,0,1,1.0
2020-08-05,2020,CHW,MIL,0.0,1.0,1,0,-1.0
2020-08-06,2020,CHW,MIL,3.0,8.0,1,0,-5.0
2020-08-07,2020,CHW,CLE,2.0,0.0,1,1,2.0
2020-08-08,2020,CHW,CLE,1.0,7.0,1,0,-6.0
2020-08-09,2020,CHW,CLE,4.0,5.0,1,0,-1.0
2020-08-10,2020,CHW,DET,1.0,5.0,0,0,-4.0
2020-08-11,2020,CHW,DET,8.0,4.0,0,1,4.0
2020-08-12,2020,CHW,DET,7.0,5.0,0,1,2.0
2020-08-16,2020,CHW,STL,7.0,2.0,1,1,5.0
2020-08-17,2020,CHW,DET,7.0,2.0,1,1,5.0
2020-08-18,2020,CHW,DET,10.0,4.0,1,1,6.0
2020-08-19,2020,CHW,DET,5.0,3.0,1,1,2.0
2020-08-20,2020,CHW,DET,9.0,0.0,1,1,9.0
2020-08-21,2020,CHW,CHC,10.0,1.0,0,1,9.0
2020-08-22,2020,CHW,CHC,7.0,4.0,0,1,3.0
2020-08-23,2020,CHW,CHC,1.0,2.0,0,0,-1.0
2020-08-25,2020,CHW,PIT,4.0,0.0,1,1,4.0
2020-08-26,2020,CHW,PIT,10.0,3.0,1,1,7.0
2020-08-28,2020,CHW,KCR,6.0,5.0,1,1,1.0
2020-08-29,2020,CHW,KCR,6.0,9.0,1,0,-3.0
2020-08-30,2020,CHW,KCR,5.0,2.0,1,1,3.0
2020-08-31,2020,CHW,MIN,8.0,5.0,0,1,3.0
2020-09-01,2020,CHW,MIN,2.0,3.0,0,0,-1.0
2020-09-02,2020,CHW,MIN,1.0,8.0,0,0,-7.0
2020-09-03,2020,CHW,KCR,11.0,6.0,0,1,5.0
2020-09-04,2020,CHW,KCR,7.0,4.0,0,1,3.0
2020-09-05,2020,CHW,KCR,5.0,3.0,0,1,2.0
2020-09-06,2020,CHW,KCR,8.0,2.0,0,1,6.0
2020-09-08,2020,CHW,PIT,4.0,5.0,0,0,-1.0
2020-09-09,2020,CHW,PIT,8.0,1.0,0,1,7.0
2020-09-11,2020,CHW,DET,4.0,3.0,1,1,1.0
2020-09-12,2020,CHW,DET,14.0,0.0,1,1,14.0
2020-09-13,2020,CHW,DET,5.0,2.0,1,1,3.0
2020-09-14,2020,CHW,MIN,3.0,1.0,1,1,2.0
2020-09-15,2020,CHW,MIN,6.0,2.0,1,1,4.0
2020-09-16,2020,CHW,MIN,1.0,5.0,1,0,-4.0
2020-09-17,2020,CHW,MIN,4.0,3.0,1,1,1.0
2020-09-18,2020,CHW,CIN,1.0,7.0,0,0,-6.0
2020-09-19,2020,CHW,CIN,5.0,0.0,0,1,5.0
2020-09-20,2020,CHW,CIN,3.0,7.0,0,0,-4.0
2020-09-21,2020,CHW,CLE,4.0,7.0,0,0,-3.0
2020-09-22,2020,CHW,CLE,3.0,5.0,0,0,-2.0
2020-09-23,2020,CHW,CLE,2.0,3.0,0,0,-1.0
2020-09-24,2020,CHW,CLE,4.0,5.0,0,0,-1.0
2020-09-25,2020,CHW,CHC,0.0,10.0,1,0,-10.0
2020-09-26,2020,CHW,CHC,9.0,5.0,1,1,4.0
